from_stop_id,to_stop_id,peak_fare,low_fare,senior_fare
12018,12011,4,4,4
12018,12012,4,4,4
12018,12021,4,4,4
12015,11947,7,7,7
12015,11969,7,7,7
12018,11947,7,7,7
12018,11969,7,7,7
12015,11949,7,7,7
12015,11967,7,7,7
12018,11949,7,7,7
12018,11967,7,7,7
12015,11955,5,5,5
12015,11961,5,5,5
12018,11955,5,5,5
12018,11961,5,5,5
12015,11946,8,8,8
12015,11970,8,8,8
12018,11946,8,8,8
12018,11970,8,8,8
12015,11953,6,6,6
12015,11963,6,6,6
12018,11953,6,6,6
12018,11963,6,6,6
12015,12007,5,5,5
12015,12026,5,5,5
12018,12007,5,5,5
12018,12026,5,5,5
12015,11944,8,8,8
12015,11972,8,8,8
12015,FRDRK_TRAN_CTR,8,8,8
12018,11944,8,8,8
12018,11972,8,8,8
12018,FRDRK_TRAN_CTR,8,8,8
12015,12014,4,4,4
12015,12019,4,4,4
12018,12014,4,4,4
12018,12019,4,4,4
12015,11940,11,11,11
12018,11940,11,11,11
12015,11952,6,6,6
12015,11964,6,6,6
12018,11952,6,6,6
12018,11964,6,6,6
12015,11943,9,9,9
12015,11973,9,9,9
12018,11943,9,9,9
12018,11973,9,9,9
12015,12006,6,6,6
12018,12006,6,6,6
12015,11948,7,7,7
12015,11968,7,7,7
12018,11948,7,7,7
12018,11968,7,7,7
12015,11950,6,6,6
12015,11966,6,6,6
12018,11950,6,6,6
12018,11966,6,6,6
12015,12013,4,4,4
12015,12020,4,4,4
12018,12013,4,4,4
12018,12020,4,4,4
12015,11941,10,10,10
12015,11975,10,10,10
12018,11941,10,10,10
12018,11975,10,10,10
12015,11951,6,6,6
12015,11965,6,6,6
12018,11951,6,6,6
12018,11965,6,6,6
11947,12008,9,9,9
11947,12025,9,9,9
11969,12008,9,9,9
11969,12025,9,9,9
11947,11913,4,4,4
11947,11945,4,4,4
11947,11971,4,4,4
11969,11913,4,4,4
11969,11945,4,4,4
11969,11971,4,4,4
11947,12010,8,8,8
11947,12023,8,8,8
11947,12875,8,8,8
11969,12010,8,8,8
11969,12023,8,8,8
11969,12875,8,8,8
11947,11958,6,6,6
11969,11958,6,6,6
11947,12016,7,7,7
11947,12017,7,7,7
11969,12016,7,7,7
11969,12017,7,7,7
11947,12009,8,8,8
11947,12024,8,8,8
11969,12009,8,8,8
11969,12024,8,8,8
11947,11957,5,5,5
11947,11959,5,5,5
11969,11957,5,5,5
11969,11959,5,5,5
11947,11956,5,5,5
11947,11960,5,5,5
11969,11956,5,5,5
11969,11960,5,5,5
11947,11954,4,4,4
11947,11962,4,4,4
11969,11954,4,4,4
11969,11962,4,4,4
11947,12015,7,7,7
11947,12018,7,7,7
11969,12015,7,7,7
11969,12018,7,7,7
11947,11942,6,6,6
11947,11974,6,6,6
11969,11942,6,6,6
11969,11974,6,6,6
11947,12011,8,8,8
11947,12012,8,8,8
11947,12021,8,8,8
11969,12011,8,8,8
11969,12012,8,8,8
11969,12021,8,8,8
11947,11949,4,4,4
11947,11967,4,4,4
11969,11949,4,4,4
11969,11967,4,4,4
11947,11955,5,5,5
11947,11961,5,5,5
11969,11955,5,5,5
11969,11961,5,5,5
11947,11946,4,4,4
11947,11970,4,4,4
11969,11946,4,4,4
11969,11970,4,4,4
11947,11953,4,4,4
11947,11963,4,4,4
11969,11953,4,4,4
11969,11963,4,4,4
11947,12007,9,9,9
11947,12026,9,9,9
11969,12007,9,9,9
11969,12026,9,9,9
11947,11944,4,4,4
11947,11972,4,4,4
11947,FRDRK_TRAN_CTR,4,4,4
11969,11944,4,4,4
11969,11972,4,4,4
11969,FRDRK_TRAN_CTR,4,4,4
11947,12014,7,7,7
11947,12019,7,7,7
11969,12014,7,7,7
11969,12019,7,7,7
11947,11940,7,7,7
11969,11940,7,7,7
11947,11952,4,4,4
11947,11964,4,4,4
11969,11952,4,4,4
11969,11964,4,4,4
11947,11943,5,5,5
11947,11973,5,5,5
11969,11943,5,5,5
11969,11973,5,5,5
11947,12006,10,10,10
11969,12006,10,10,10
11947,11948,4,4,4
11947,11968,4,4,4
11969,11948,4,4,4
11969,11968,4,4,4
11947,11950,4,4,4
11947,11966,4,4,4
11969,11950,4,4,4
11969,11966,4,4,4
11947,12013,8,8,8
11947,12020,8,8,8
11969,12013,8,8,8
11969,12020,8,8,8
11947,11941,6,6,6
11947,11975,6,6,6
11969,11941,6,6,6
11969,11975,6,6,6
11947,11951,4,4,4
11947,11965,4,4,4
11969,11951,4,4,4
11969,11965,4,4,4
12008,11913,10,10,10
12008,11945,10,10,10
12008,11971,10,10,10
12025,11913,10,10,10
12025,11945,10,10,10
12025,11971,10,10,10
12008,12010,4,4,4
12008,12023,4,4,4
12008,12875,4,4,4
12025,12010,4,4,4
12025,12023,4,4,4
12025,12875,4,4,4
12008,11958,6,6,6
12025,11958,6,6,6
12008,12016,5,5,5
12008,12017,5,5,5
12025,12016,5,5,5
12025,12017,5,5,5
12008,12009,4,4,4
12008,12024,4,4,4
12025,12009,4,4,4
12025,12024,4,4,4
12008,11957,7,7,7
12008,11959,7,7,7
12025,11957,7,7,7
12025,11959,7,7,7
12008,11956,7,7,7
12008,11960,7,7,7
12025,11956,7,7,7
12025,11960,7,7,7
12008,11954,8,8,8
12008,11962,8,8,8
12025,11954,8,8,8
12025,11962,8,8,8
12008,12015,5,5,5
12008,12018,5,5,5
12025,12015,5,5,5
12025,12018,5,5,5
12008,11942,12,12,12
12008,11974,12,12,12
12025,11942,12,12,12
12025,11974,12,12,12
12008,12011,4,4,4
12008,12012,4,4,4
12008,12021,4,4,4
12025,12011,4,4,4
12025,12012,4,4,4
12025,12021,4,4,4
12008,11947,9,9,9
12008,11969,9,9,9
12025,11947,9,9,9
12025,11969,9,9,9
12008,11949,9,9,9
12008,11967,9,9,9
12025,11949,9,9,9
12025,11967,9,9,9
12008,11955,7,7,7
12008,11961,7,7,7
12025,11955,7,7,7
12025,11961,7,7,7
12008,11946,10,10,10
12008,11970,10,10,10
12025,11946,10,10,10
12025,11970,10,10,10
12008,11953,8,8,8
12008,11963,8,8,8
12025,11953,8,8,8
12025,11963,8,8,8
12008,12007,4,4,4
12008,12026,4,4,4
12025,12007,4,4,4
12025,12026,4,4,4
12008,11944,10,10,10
12008,11972,10,10,10
12008,FRDRK_TRAN_CTR,10,10,10
12025,11944,10,10,10
12025,11972,10,10,10
12025,FRDRK_TRAN_CTR,10,10,10
12008,12014,5,5,5
12008,12019,5,5,5
12025,12014,5,5,5
12025,12019,5,5,5
12008,11940,13,13,13
12025,11940,13,13,13
12008,11952,8,8,8
12008,11964,8,8,8
12025,11952,8,8,8
12025,11964,8,8,8
12008,11943,11,11,11
12008,11973,11,11,11
12025,11943,11,11,11
12025,11973,11,11,11
12008,12006,4,4,4
12025,12006,4,4,4
12008,11948,9,9,9
12008,11968,9,9,9
12025,11948,9,9,9
12025,11968,9,9,9
12008,11950,8,8,8
12008,11966,8,8,8
12025,11950,8,8,8
12025,11966,8,8,8
12008,12013,4,4,4
12008,12020,4,4,4
12025,12013,4,4,4
12025,12020,4,4,4
12008,11941,12,12,12
12008,11975,12,12,12
12025,11941,12,12,12
12025,11975,12,12,12
12008,11951,8,8,8
12008,11965,8,8,8
12025,11951,8,8,8
12025,11965,8,8,8
11941,12008,12,12,12
11941,12025,12,12,12
11975,12008,12,12,12
11975,12025,12,12,12
11941,12010,11,11,11
11941,12023,11,11,11
11941,12875,11,11,11
11975,12010,11,11,11
11975,12023,11,11,11
11975,12875,11,11,11
11941,11958,9,9,9
11975,11958,9,9,9
11941,12016,10,10,10
11941,12017,10,10,10
11975,12016,10,10,10
11975,12017,10,10,10
11941,12009,11,11,11
11941,12024,11,11,11
11975,12009,11,11,11
11975,12024,11,11,11
11941,11957,8,8,8
11941,11959,8,8,8
11975,11957,8,8,8
11975,11959,8,8,8
11941,11956,8,8,8
11941,11960,8,8,8
11975,11956,8,8,8
11975,11960,8,8,8
11941,11954,7,7,7
11941,11962,7,7,7
11975,11954,7,7,7
11975,11962,7,7,7
11941,12015,10,10,10
11941,12018,10,10,10
11975,12015,10,10,10
11975,12018,10,10,10
11941,11942,4,4,4
11941,11974,4,4,4
11975,11942,4,4,4
11975,11974,4,4,4
11941,12011,11,11,11
11941,12012,11,11,11
11941,12021,11,11,11
11975,12011,11,11,11
11975,12012,11,11,11
11975,12021,11,11,11
11941,11947,6,6,6
11941,11969,6,6,6
11975,11947,6,6,6
11975,11969,6,6,6
11941,11949,6,6,6
11941,11967,6,6,6
11975,11949,6,6,6
11975,11967,6,6,6
11941,11955,8,8,8
11941,11961,8,8,8
11975,11955,8,8,8
11975,11961,8,8,8
11941,11946,5,5,5
11941,11970,5,5,5
11975,11946,5,5,5
11975,11970,5,5,5
11941,11953,7,7,7
11941,11963,7,7,7
11975,11953,7,7,7
11975,11963,7,7,7
11941,12007,12,12,12
11941,12026,12,12,12
11975,12007,12,12,12
11975,12026,12,12,12
11941,12014,10,10,10
11941,12019,10,10,10
11975,12014,10,10,10
11975,12019,10,10,10
11941,11940,4,4,4
11975,11940,4,4,4
11941,11952,7,7,7
11941,11964,7,7,7
11975,11952,7,7,7
11975,11964,7,7,7
11941,11943,4,4,4
11941,11973,4,4,4
11975,11943,4,4,4
11975,11973,4,4,4
11941,12006,13,13,13
11975,12006,13,13,13
11941,11948,6,6,6
11941,11968,6,6,6
11975,11948,6,6,6
11975,11968,6,6,6
11941,11950,7,7,7
11941,11966,7,7,7
11975,11950,7,7,7
11975,11966,7,7,7
11941,12013,11,11,11
11941,12020,11,11,11
11975,12013,11,11,11
11975,12020,11,11,11
11941,11951,7,7,7
11941,11965,7,7,7
11975,11951,7,7,7
11975,11965,7,7,7
11944,12008,10,10,10
11944,12025,10,10,10
11972,12008,10,10,10
11972,12025,10,10,10
FRDRK_TRAN_CTR,12008,10,10,10
FRDRK_TRAN_CTR,12025,10,10,10
11944,11913,4,4,4
11944,11945,4,4,4
11944,11971,4,4,4
11972,11913,4,4,4
11972,11945,4,4,4
11972,11971,4,4,4
FRDRK_TRAN_CTR,11913,4,4,4
FRDRK_TRAN_CTR,11945,4,4,4
FRDRK_TRAN_CTR,11971,4,4,4
11944,12010,9,9,9
11944,12023,9,9,9
11944,12875,9,9,9
11972,12010,9,9,9
11972,12023,9,9,9
11972,12875,9,9,9
FRDRK_TRAN_CTR,12010,9,9,9
FRDRK_TRAN_CTR,12023,9,9,9
FRDRK_TRAN_CTR,12875,9,9,9
11944,11958,7,7,7
11972,11958,7,7,7
FRDRK_TRAN_CTR,11958,7,7,7
11944,12016,8,8,8
11944,12017,8,8,8
11972,12016,8,8,8
11972,12017,8,8,8
FRDRK_TRAN_CTR,12016,8,8,8
FRDRK_TRAN_CTR,12017,8,8,8
11944,12009,9,9,9
11944,12024,9,9,9
11972,12009,9,9,9
11972,12024,9,9,9
FRDRK_TRAN_CTR,12009,9,9,9
FRDRK_TRAN_CTR,12024,9,9,9
11944,11957,6,6,6
11944,11959,6,6,6
11972,11957,6,6,6
11972,11959,6,6,6
FRDRK_TRAN_CTR,11957,6,6,6
FRDRK_TRAN_CTR,11959,6,6,6
11944,11956,6,6,6
11944,11960,6,6,6
11972,11956,6,6,6
11972,11960,6,6,6
FRDRK_TRAN_CTR,11956,6,6,6
FRDRK_TRAN_CTR,11960,6,6,6
11944,11954,5,5,5
11944,11962,5,5,5
11972,11954,5,5,5
11972,11962,5,5,5
FRDRK_TRAN_CTR,11954,5,5,5
FRDRK_TRAN_CTR,11962,5,5,5
11944,12015,8,8,8
11944,12018,8,8,8
11972,12015,8,8,8
11972,12018,8,8,8
FRDRK_TRAN_CTR,12015,8,8,8
FRDRK_TRAN_CTR,12018,8,8,8
11944,12011,9,9,9
11944,12012,9,9,9
11944,12021,9,9,9
11972,12011,9,9,9
11972,12012,9,9,9
11972,12021,9,9,9
FRDRK_TRAN_CTR,12011,9,9,9
FRDRK_TRAN_CTR,12012,9,9,9
FRDRK_TRAN_CTR,12021,9,9,9
11944,11947,4,4,4
11944,11969,4,4,4
11972,11947,4,4,4
11972,11969,4,4,4
FRDRK_TRAN_CTR,11947,4,4,4
FRDRK_TRAN_CTR,11969,4,4,4
11944,11949,4,4,4
11944,11967,4,4,4
11972,11949,4,4,4
11972,11967,4,4,4
FRDRK_TRAN_CTR,11949,4,4,4
FRDRK_TRAN_CTR,11967,4,4,4
11944,11955,6,6,6
11944,11961,6,6,6
11972,11955,6,6,6
11972,11961,6,6,6
FRDRK_TRAN_CTR,11955,6,6,6
FRDRK_TRAN_CTR,11961,6,6,6
11944,11953,5,5,5
11944,11963,5,5,5
11972,11953,5,5,5
11972,11963,5,5,5
FRDRK_TRAN_CTR,11953,5,5,5
FRDRK_TRAN_CTR,11963,5,5,5
11944,12007,10,10,10
11944,12026,10,10,10
11972,12007,10,10,10
11972,12026,10,10,10
FRDRK_TRAN_CTR,12007,10,10,10
FRDRK_TRAN_CTR,12026,10,10,10
11944,12014,8,8,8
11944,12019,8,8,8
11972,12014,8,8,8
11972,12019,8,8,8
FRDRK_TRAN_CTR,12014,8,8,8
FRDRK_TRAN_CTR,12019,8,8,8
11944,11952,5,5,5
11944,11964,5,5,5
11972,11952,5,5,5
11972,11964,5,5,5
FRDRK_TRAN_CTR,11952,5,5,5
FRDRK_TRAN_CTR,11964,5,5,5
11944,12006,11,11,11
11972,12006,11,11,11
FRDRK_TRAN_CTR,12006,11,11,11
11944,11948,4,4,4
11944,11968,4,4,4
11972,11948,4,4,4
11972,11968,4,4,4
FRDRK_TRAN_CTR,11948,4,4,4
FRDRK_TRAN_CTR,11968,4,4,4
11944,11950,5,5,5
11944,11966,5,5,5
11972,11950,5,5,5
11972,11966,5,5,5
FRDRK_TRAN_CTR,11950,5,5,5
FRDRK_TRAN_CTR,11966,5,5,5
11944,12013,9,9,9
11944,12020,9,9,9
11972,12013,9,9,9
11972,12020,9,9,9
FRDRK_TRAN_CTR,12013,9,9,9
FRDRK_TRAN_CTR,12020,9,9,9
11944,11951,5,5,5
11944,11965,5,5,5
11972,11951,5,5,5
11972,11965,5,5,5
FRDRK_TRAN_CTR,11951,5,5,5
FRDRK_TRAN_CTR,11965,5,5,5
11952,12008,8,8,8
11952,12025,8,8,8
11964,12008,8,8,8
11964,12025,8,8,8
11952,11913,5,5,5
11952,11945,5,5,5
11952,11971,5,5,5
11964,11913,5,5,5
11964,11945,5,5,5
11964,11971,5,5,5
11952,12010,7,7,7
11952,12023,7,7,7
11952,12875,7,7,7
11964,12010,7,7,7
11964,12023,7,7,7
11964,12875,7,7,7
11952,11958,5,5,5
11964,11958,5,5,5
11952,12016,6,6,6
11952,12017,6,6,6
11964,12016,6,6,6
11964,12017,6,6,6
11952,12009,7,7,7
11952,12024,7,7,7
11964,12009,7,7,7
11964,12024,7,7,7
11952,11957,4,4,4
11952,11959,4,4,4
11964,11957,4,4,4
11964,11959,4,4,4
11952,11956,4,4,4
11952,11960,4,4,4
11964,11956,4,4,4
11964,11960,4,4,4
11952,11954,4,4,4
11952,11962,4,4,4
11964,11954,4,4,4
11964,11962,4,4,4
11952,12015,6,6,6
11952,12018,6,6,6
11964,12015,6,6,6
11964,12018,6,6,6
11952,11942,7,7,7
11952,11974,7,7,7
11964,11942,7,7,7
11964,11974,7,7,7
11952,12011,7,7,7
11952,12012,7,7,7
11952,12021,7,7,7
11964,12011,7,7,7
11964,12012,7,7,7
11964,12021,7,7,7
11952,11947,4,4,4
11952,11969,4,4,4
11964,11947,4,4,4
11964,11969,4,4,4
11952,11949,4,4,4
11952,11967,4,4,4
11964,11949,4,4,4
11964,11967,4,4,4
11952,11955,4,4,4
11952,11961,4,4,4
11964,11955,4,4,4
11964,11961,4,4,4
11952,11946,5,5,5
11952,11970,5,5,5
11964,11946,5,5,5
11964,11970,5,5,5
11952,11953,4,4,4
11952,11963,4,4,4
11964,11953,4,4,4
11964,11963,4,4,4
11952,12007,8,8,8
11952,12026,8,8,8
11964,12007,8,8,8
11964,12026,8,8,8
11952,11944,5,5,5
11952,11972,5,5,5
11952,FRDRK_TRAN_CTR,5,5,5
11964,11944,5,5,5
11964,11972,5,5,5
11964,FRDRK_TRAN_CTR,5,5,5
11952,12014,6,6,6
11952,12019,6,6,6
11964,12014,6,6,6
11964,12019,6,6,6
11952,11940,8,8,8
11964,11940,8,8,8
11952,11943,6,6,6
11952,11973,6,6,6
11964,11943,6,6,6
11964,11973,6,6,6
11952,12006,9,9,9
11964,12006,9,9,9
11952,11948,4,4,4
11952,11968,4,4,4
11964,11948,4,4,4
11964,11968,4,4,4
11952,11950,4,4,4
11952,11966,4,4,4
11964,11950,4,4,4
11964,11966,4,4,4
11952,12013,7,7,7
11952,12020,7,7,7
11964,12013,7,7,7
11964,12020,7,7,7
11952,11941,7,7,7
11952,11975,7,7,7
11964,11941,7,7,7
11964,11975,7,7,7
11952,11951,4,4,4
11952,11965,4,4,4
11964,11951,4,4,4
11964,11965,4,4,4
11955,12008,7,7,7
11955,12025,7,7,7
11961,12008,7,7,7
11961,12025,7,7,7
11955,11913,6,6,6
11955,11945,6,6,6
11955,11971,6,6,6
11961,11913,6,6,6
11961,11945,6,6,6
11961,11971,6,6,6
11955,12010,6,6,6
11955,12023,6,6,6
11955,12875,6,6,6
11961,12010,6,6,6
11961,12023,6,6,6
11961,12875,6,6,6
11955,11958,4,4,4
11961,11958,4,4,4
11955,12016,5,5,5
11955,12017,5,5,5
11961,12016,5,5,5
11961,12017,5,5,5
11955,12009,6,6,6
11955,12024,6,6,6
11961,12009,6,6,6
11961,12024,6,6,6
11955,11957,4,4,4
11955,11959,4,4,4
11961,11957,4,4,4
11961,11959,4,4,4
11955,11956,4,4,4
11955,11960,4,4,4
11961,11956,4,4,4
11961,11960,4,4,4
11955,11954,4,4,4
11955,11962,4,4,4
11961,11954,4,4,4
11961,11962,4,4,4
11955,12015,5,5,5
11955,12018,5,5,5
11961,12015,5,5,5
11961,12018,5,5,5
11955,11942,8,8,8
11955,11974,8,8,8
11961,11942,8,8,8
11961,11974,8,8,8
11955,12011,6,6,6
11955,12012,6,6,6
11955,12021,6,6,6
11961,12011,6,6,6
11961,12012,6,6,6
11961,12021,6,6,6
11955,11947,5,5,5
11955,11969,5,5,5
11961,11947,5,5,5
11961,11969,5,5,5
11955,11949,5,5,5
11955,11967,5,5,5
11961,11949,5,5,5
11961,11967,5,5,5
11955,11946,6,6,6
11955,11970,6,6,6
11961,11946,6,6,6
11961,11970,6,6,6
11955,11953,4,4,4
11955,11963,4,4,4
11961,11953,4,4,4
11961,11963,4,4,4
11955,12007,7,7,7
11955,12026,7,7,7
11961,12007,7,7,7
11961,12026,7,7,7
11955,11944,6,6,6
11955,11972,6,6,6
11955,FRDRK_TRAN_CTR,6,6,6
11961,11944,6,6,6
11961,11972,6,6,6
11961,FRDRK_TRAN_CTR,6,6,6
11955,12014,5,5,5
11955,12019,5,5,5
11961,12014,5,5,5
11961,12019,5,5,5
11955,11940,9,9,9
11961,11940,9,9,9
11955,11952,4,4,4
11955,11964,4,4,4
11961,11952,4,4,4
11961,11964,4,4,4
11955,11943,7,7,7
11955,11973,7,7,7
11961,11943,7,7,7
11961,11973,7,7,7
11955,12006,8,8,8
11961,12006,8,8,8
11955,11948,5,5,5
11955,11968,5,5,5
11961,11948,5,5,5
11961,11968,5,5,5
11955,11950,4,4,4
11955,11966,4,4,4
11961,11950,4,4,4
11961,11966,4,4,4
11955,12013,6,6,6
11955,12020,6,6,6
11961,12013,6,6,6
11961,12020,6,6,6
11955,11941,8,8,8
11955,11975,8,8,8
11961,11941,8,8,8
11961,11975,8,8,8
11955,11951,4,4,4
11955,11965,4,4,4
11961,11951,4,4,4
11961,11965,4,4,4
11950,12008,8,8,8
11950,12025,8,8,8
11966,12008,8,8,8
11966,12025,8,8,8
11950,11913,5,5,5
11950,11945,5,5,5
11950,11971,5,5,5
11966,11913,5,5,5
11966,11945,5,5,5
11966,11971,5,5,5
11950,12010,7,7,7
11950,12023,7,7,7
11950,12875,7,7,7
11966,12010,7,7,7
11966,12023,7,7,7
11966,12875,7,7,7
11950,11958,5,5,5
11966,11958,5,5,5
11950,12016,6,6,6
11950,12017,6,6,6
11966,12016,6,6,6
11966,12017,6,6,6
11950,12009,7,7,7
11950,12024,7,7,7
11966,12009,7,7,7
11966,12024,7,7,7
11950,11957,4,4,4
11950,11959,4,4,4
11966,11957,4,4,4
11966,11959,4,4,4
11950,11956,4,4,4
11950,11960,4,4,4
11966,11956,4,4,4
11966,11960,4,4,4
11950,11954,4,4,4
11950,11962,4,4,4
11966,11954,4,4,4
11966,11962,4,4,4
11950,12015,6,6,6
11950,12018,6,6,6
11966,12015,6,6,6
11966,12018,6,6,6
11950,11942,7,7,7
11950,11974,7,7,7
11966,11942,7,7,7
11966,11974,7,7,7
11950,12011,7,7,7
11950,12012,7,7,7
11950,12021,7,7,7
11966,12011,7,7,7
11966,12012,7,7,7
11966,12021,7,7,7
11950,11947,4,4,4
11950,11969,4,4,4
11966,11947,4,4,4
11966,11969,4,4,4
11950,11949,4,4,4
11950,11967,4,4,4
11966,11949,4,4,4
11966,11967,4,4,4
11950,11955,4,4,4
11950,11961,4,4,4
11966,11955,4,4,4
11966,11961,4,4,4
11950,11946,5,5,5
11950,11970,5,5,5
11966,11946,5,5,5
11966,11970,5,5,5
11950,11953,4,4,4
11950,11963,4,4,4
11966,11953,4,4,4
11966,11963,4,4,4
11950,12007,8,8,8
11950,12026,8,8,8
11966,12007,8,8,8
11966,12026,8,8,8
11950,11944,5,5,5
11950,11972,5,5,5
11950,FRDRK_TRAN_CTR,5,5,5
11966,11944,5,5,5
11966,11972,5,5,5
11966,FRDRK_TRAN_CTR,5,5,5
11950,12014,6,6,6
11950,12019,6,6,6
11966,12014,6,6,6
11966,12019,6,6,6
11950,11940,8,8,8
11966,11940,8,8,8
11950,11952,4,4,4
11950,11964,4,4,4
11966,11952,4,4,4
11966,11964,4,4,4
11950,11943,6,6,6
11950,11973,6,6,6
11966,11943,6,6,6
11966,11973,6,6,6
11950,12006,9,9,9
11966,12006,9,9,9
11950,11948,4,4,4
11950,11968,4,4,4
11966,11948,4,4,4
11966,11968,4,4,4
11950,12013,7,7,7
11950,12020,7,7,7
11966,12013,7,7,7
11966,12020,7,7,7
11950,11941,7,7,7
11950,11975,7,7,7
11966,11941,7,7,7
11966,11975,7,7,7
11950,11951,4,4,4
11950,11965,4,4,4
11966,11951,4,4,4
11966,11965,4,4,4
12014,12008,5,5,5
12014,12025,5,5,5
12019,12008,5,5,5
12019,12025,5,5,5
12014,11913,8,8,8
12014,11945,8,8,8
12014,11971,8,8,8
12019,11913,8,8,8
12019,11945,8,8,8
12019,11971,8,8,8
12014,12010,4,4,4
12014,12023,4,4,4
12014,12875,4,4,4
12019,12010,4,4,4
12019,12023,4,4,4
12019,12875,4,4,4
12014,11958,4,4,4
12019,11958,4,4,4
12014,12016,4,4,4
12014,12017,4,4,4
12019,12016,4,4,4
12019,12017,4,4,4
12014,12009,4,4,4
12014,12024,4,4,4
12019,12009,4,4,4
12019,12024,4,4,4
12014,11957,5,5,5
12014,11959,5,5,5
12019,11957,5,5,5
12019,11959,5,5,5
12014,11956,5,5,5
12014,11960,5,5,5
12019,11956,5,5,5
12019,11960,5,5,5
12014,11954,6,6,6
12014,11962,6,6,6
12019,11954,6,6,6
12019,11962,6,6,6
12014,12015,4,4,4
12014,12018,4,4,4
12019,12015,4,4,4
12019,12018,4,4,4
12014,11942,10,10,10
12014,11974,10,10,10
12019,11942,10,10,10
12019,11974,10,10,10
12014,12011,4,4,4
12014,12012,4,4,4
12014,12021,4,4,4
12019,12011,4,4,4
12019,12012,4,4,4
12019,12021,4,4,4
12014,11947,7,7,7
12014,11969,7,7,7
12019,11947,7,7,7
12019,11969,7,7,7
12014,11949,7,7,7
12014,11967,7,7,7
12019,11949,7,7,7
12019,11967,7,7,7
12014,11955,5,5,5
12014,11961,5,5,5
12019,11955,5,5,5
12019,11961,5,5,5
12014,11946,8,8,8
12014,11970,8,8,8
12019,11946,8,8,8
12019,11970,8,8,8
12014,11953,6,6,6
12014,11963,6,6,6
12019,11953,6,6,6
12019,11963,6,6,6
12014,12007,5,5,5
12014,12026,5,5,5
12019,12007,5,5,5
12019,12026,5,5,5
12014,11944,8,8,8
12014,11972,8,8,8
12014,FRDRK_TRAN_CTR,8,8,8
12019,11944,8,8,8
12019,11972,8,8,8
12019,FRDRK_TRAN_CTR,8,8,8
12014,11940,11,11,11
12019,11940,11,11,11
12014,11952,6,6,6
12014,11964,6,6,6
12019,11952,6,6,6
12019,11964,6,6,6
12014,11943,9,9,9
12014,11973,9,9,9
12019,11943,9,9,9
12019,11973,9,9,9
12014,12006,6,6,6
12019,12006,6,6,6
12014,11948,7,7,7
12014,11968,7,7,7
12019,11948,7,7,7
12019,11968,7,7,7
12014,11950,6,6,6
12014,11966,6,6,6
12019,11950,6,6,6
12019,11966,6,6,6
12014,12013,4,4,4
12014,12020,4,4,4
12019,12013,4,4,4
12019,12020,4,4,4
12014,11941,10,10,10
12014,11975,10,10,10
12019,11941,10,10,10
12019,11975,10,10,10
12014,11951,6,6,6
12014,11965,6,6,6
12019,11951,6,6,6
12019,11965,6,6,6
11942,12008,12,12,12
11942,12025,12,12,12
11974,12008,12,12,12
11974,12025,12,12,12
11942,12010,11,11,11
11942,12023,11,11,11
11942,12875,11,11,11
11974,12010,11,11,11
11974,12023,11,11,11
11974,12875,11,11,11
11942,11958,9,9,9
11974,11958,9,9,9
11942,12016,10,10,10
11942,12017,10,10,10
11974,12016,10,10,10
11974,12017,10,10,10
11942,12009,11,11,11
11942,12024,11,11,11
11974,12009,11,11,11
11974,12024,11,11,11
11942,11957,8,8,8
11942,11959,8,8,8
11974,11957,8,8,8
11974,11959,8,8,8
11942,11956,8,8,8
11942,11960,8,8,8
11974,11956,8,8,8
11974,11960,8,8,8
11942,11954,7,7,7
11942,11962,7,7,7
11974,11954,7,7,7
11974,11962,7,7,7
11942,12015,10,10,10
11942,12018,10,10,10
11974,12015,10,10,10
11974,12018,10,10,10
11942,12011,11,11,11
11942,12012,11,11,11
11942,12021,11,11,11
11974,12011,11,11,11
11974,12012,11,11,11
11974,12021,11,11,11
11942,11947,6,6,6
11942,11969,6,6,6
11974,11947,6,6,6
11974,11969,6,6,6
11942,11949,6,6,6
11942,11967,6,6,6
11974,11949,6,6,6
11974,11967,6,6,6
11942,11955,8,8,8
11942,11961,8,8,8
11974,11955,8,8,8
11974,11961,8,8,8
11942,11946,5,5,5
11942,11970,5,5,5
11974,11946,5,5,5
11974,11970,5,5,5
11942,11953,7,7,7
11942,11963,7,7,7
11974,11953,7,7,7
11974,11963,7,7,7
11942,12007,12,12,12
11942,12026,12,12,12
11974,12007,12,12,12
11974,12026,12,12,12
11942,12014,10,10,10
11942,12019,10,10,10
11974,12014,10,10,10
11974,12019,10,10,10
11942,11940,4,4,4
11974,11940,4,4,4
11942,11952,7,7,7
11942,11964,7,7,7
11974,11952,7,7,7
11974,11964,7,7,7
11942,11943,4,4,4
11942,11973,4,4,4
11974,11943,4,4,4
11974,11973,4,4,4
11942,12006,13,13,13
11974,12006,13,13,13
11942,11948,6,6,6
11942,11968,6,6,6
11974,11948,6,6,6
11974,11968,6,6,6
11942,11950,7,7,7
11942,11966,7,7,7
11974,11950,7,7,7
11974,11966,7,7,7
11942,12013,11,11,11
11942,12020,11,11,11
11974,12013,11,11,11
11974,12020,11,11,11
11942,11941,4,4,4
11942,11975,4,4,4
11974,11941,4,4,4
11974,11975,4,4,4
11942,11951,7,7,7
11942,11965,7,7,7
11974,11951,7,7,7
11974,11965,7,7,7
12009,12008,4,4,4
12009,12025,4,4,4
12024,12008,4,4,4
12024,12025,4,4,4
12009,11913,9,9,9
